"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","role","Activity"
"Case39","Wait","2013/09/12 08:46:36.000","2013/09/12 08:46:36.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Wait"
"Case39","Resolve ticket","2013/09/27 08:50:58.000","2013/09/27 08:50:58.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Resolve ticket"
"Case39","Closed","2013/10/12 08:51:11.000","2013/10/12 08:51:11.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
"Case40","Assign seriousness","2012/08/09 11:13:03.000","2012/08/09 11:13:03.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Assign seriousness"
"Case40","Take in charge ticket","2012/08/09 11:13:29.000","2012/08/09 11:13:29.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Take in charge ticket"
"Case40","Resolve ticket","2012/08/09 11:46:00.000","2012/08/09 11:46:00.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Resolve ticket"
"Case40","Closed","2012/09/12 11:20:25.000","2012/09/12 11:20:25.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case41","Assign seriousness","2010/12/14 09:44:26.000","2010/12/14 09:44:26.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Assign seriousness"
"Case41","Take in charge ticket","2010/12/14 09:44:57.000","2010/12/14 09:44:57.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Take in charge ticket"
"Case41","Resolve ticket","2010/12/14 09:45:12.000","2010/12/14 09:45:12.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Resolve ticket"
"Case41","Closed","2011/01/27 09:50:31.000","2011/01/27 09:50:31.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case42","Assign seriousness","2011/06/16 11:23:39.000","2011/06/16 11:23:39.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case42","Take in charge ticket","2011/06/16 11:51:05.000","2011/06/16 11:51:05.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Take in charge ticket"
"Case42","Resolve ticket","2011/06/16 12:39:51.000","2011/06/16 12:39:51.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Resolve ticket"
"Case42","Closed","2011/07/30 11:30:33.000","2011/07/30 11:30:33.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case43","Assign seriousness","2012/04/10 07:56:32.000","2012/04/10 07:56:32.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case43","Take in charge ticket","2012/04/10 08:27:27.000","2012/04/10 08:27:27.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Take in charge ticket"
"Case43","Resolve ticket","2012/04/10 09:53:28.000","2012/04/10 09:53:28.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Resolve ticket"
"Case43","Closed","2012/05/26 08:00:20.000","2012/05/26 08:00:20.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case44","Assign seriousness","2010/11/29 15:09:19.000","2010/11/29 15:09:19.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case44","Take in charge ticket","2010/11/29 15:19:59.000","2010/11/29 15:19:59.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case44","Resolve ticket","2010/11/29 15:20:51.000","2010/11/29 15:20:51.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case44","Closed","2010/12/31 15:10:28.000","2010/12/31 15:10:28.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case45","Assign seriousness","2012/01/20 13:08:14.000","2012/01/20 13:08:14.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Assign seriousness"
"Case45","Take in charge ticket","2012/01/25 10:46:19.000","2012/01/25 10:46:19.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Take in charge ticket"
"Case45","Resolve ticket","2012/03/02 09:40:59.000","2012/03/02 09:40:59.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Resolve ticket"
"Case45","Closed","2012/03/17 09:41:18.000","2012/03/17 09:41:18.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case46","Assign seriousness","2012/11/14 13:33:17.000","2012/11/14 13:33:17.000","Fluxicon Disco","Variant 28","28","Value 1","Value 1","Assign seriousness"
"Case46","Take in charge ticket","2012/11/15 12:33:28.000","2012/11/15 12:33:28.000","Fluxicon Disco","Variant 28","28","Value 2","Value 2","Take in charge ticket"
"Case46","Take in charge ticket","2012/11/15 12:33:59.000","2012/11/15 12:33:59.000","Fluxicon Disco","Variant 28","28","Value 12","Value 12","Take in charge ticket"
"Case46","Wait","2012/11/16 10:37:21.000","2012/11/16 10:37:21.000","Fluxicon Disco","Variant 28","28","Value 12","Value 12","Wait"
"Case46","Resolve ticket","2012/12/14 13:20:49.000","2012/12/14 13:20:49.000","Fluxicon Disco","Variant 28","28","Value 12","Value 12","Resolve ticket"
"Case46","Closed","2012/12/29 13:21:03.000","2012/12/29 13:21:03.000","Fluxicon Disco","Variant 28","28","Value 3","Value 3","Closed"
"Case47","Assign seriousness","2011/05/25 08:48:18.000","2011/05/25 08:48:18.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case47","Take in charge ticket","2011/05/25 08:48:43.000","2011/05/25 08:48:43.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Take in charge ticket"
"Case47","Resolve ticket","2011/05/30 14:04:34.000","2011/05/30 14:04:34.000","Fluxicon Disco","Variant 1","1","Value 15","Value 15","Resolve ticket"
"Case47","Closed","2011/07/01 08:50:37.000","2011/07/01 08:50:37.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case48","Insert ticket","2010/12/01 12:42:59.000","2010/12/01 12:42:59.000","Fluxicon Disco","Variant 7","7","Value 12","Value 12","Insert ticket"
"Case48","Assign seriousness","2010/12/02 13:07:33.000","2010/12/02 13:07:33.000","Fluxicon Disco","Variant 7","7","Value 2","Value 2","Assign seriousness"
"Case48","Take in charge ticket","2010/12/02 13:07:41.000","2010/12/02 13:07:41.000","Fluxicon Disco","Variant 7","7","Value 2","Value 2","Take in charge ticket"
"Case48","Resolve ticket","2010/12/02 13:08:33.000","2010/12/02 13:08:33.000","Fluxicon Disco","Variant 7","7","Value 2","Value 2","Resolve ticket"
"Case48","Closed","2011/01/01 13:08:51.000","2011/01/01 13:08:51.000","Fluxicon Disco","Variant 7","7","Value 5","Value 5","Closed"
"Case49","Assign seriousness","2011/11/25 13:33:54.000","2011/11/25 13:33:54.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Assign seriousness"
"Case49","Take in charge ticket","2011/11/25 13:47:48.000","2011/11/25 13:47:48.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Take in charge ticket"
"Case49","Wait","2011/11/29 13:47:35.000","2011/11/29 13:47:35.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Wait"
"Case49","Resolve ticket","2011/12/02 15:25:57.000","2011/12/02 15:25:57.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Resolve ticket"
"Case49","Closed","2012/01/07 15:20:26.000","2012/01/07 15:20:26.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case50","Assign seriousness","2012/01/16 09:53:01.000","2012/01/16 09:53:01.000","Fluxicon Disco","Variant 6","6","Value 4","Value 4","Assign seriousness"
"Case50","Take in charge ticket","2012/01/16 09:59:51.000","2012/01/16 09:59:51.000","Fluxicon Disco","Variant 6","6","Value 4","Value 4","Take in charge ticket"
"Case50","Resolve ticket","2012/01/16 15:37:54.000","2012/01/16 15:37:54.000","Fluxicon Disco","Variant 6","6","Value 4","Value 4","Resolve ticket"
"Case50","Resolve ticket","2012/01/16 15:37:55.000","2012/01/16 15:37:55.000","Fluxicon Disco","Variant 6","6","Value 4","Value 4","Resolve ticket"
"Case50","Closed","2012/02/16 10:00:57.000","2012/02/16 10:00:57.000","Fluxicon Disco","Variant 6","6","Value 5","Value 5","Closed"
"Case51","Assign seriousness","2012/06/13 12:55:36.000","2012/06/13 12:55:36.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Assign seriousness"
"Case51","Take in charge ticket","2012/06/14 06:07:06.000","2012/06/14 06:07:06.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Take in charge ticket"
"Case51","Wait","2012/06/15 06:16:27.000","2012/06/15 06:16:27.000","Fluxicon Disco","Variant 2","2","Value 10","Value 10","Wait"
"Case51","Resolve ticket","2012/07/02 08:41:04.000","2012/07/02 08:41:04.000","Fluxicon Disco","Variant 2","2","Value 10","Value 10","Resolve ticket"
"Case51","Closed","2012/07/18 06:30:21.000","2012/07/18 06:30:21.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case52","Assign seriousness","2012/07/26 14:18:26.000","2012/07/26 14:18:26.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Assign seriousness"
"Case52","Take in charge ticket","2012/07/26 14:18:35.000","2012/07/26 14:18:35.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Take in charge ticket"
"Case52","Resolve ticket","2012/07/27 09:46:28.000","2012/07/27 09:46:28.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Resolve ticket"
"Case52","Closed","2012/09/12 14:20:55.000","2012/09/12 14:20:55.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case53","Assign seriousness","2010/10/14 12:53:13.000","2010/10/14 12:53:13.000","Fluxicon Disco","Variant 16","16","Value 2","Value 2","Assign seriousness"
"Case53","Take in charge ticket","2010/10/15 12:02:36.000","2010/10/15 12:02:36.000","Fluxicon Disco","Variant 16","16","Value 14","Value 14","Take in charge ticket"
"Case53","Wait","2010/10/28 14:12:55.000","2010/10/28 14:12:55.000","Fluxicon Disco","Variant 16","16","Value 12","Value 12","Wait"
"Case53","Wait","2010/10/28 14:12:55.000","2010/10/28 14:12:55.000","Fluxicon Disco","Variant 16","16","Value 12","Value 12","Wait"
"Case53","Take in charge ticket","2010/10/29 12:42:01.000","2010/10/29 12:42:01.000","Fluxicon Disco","Variant 16","16","Value 12","Value 12","Take in charge ticket"
"Case53","Resolve ticket","2010/11/04 07:48:12.000","2010/11/04 07:48:12.000","Fluxicon Disco","Variant 16","16","Value 2","Value 2","Resolve ticket"
"Case53","Closed","2010/12/04 07:48:57.000","2010/12/04 07:48:57.000","Fluxicon Disco","Variant 16","16","Value 5","Value 5","Closed"
"Case54","Assign seriousness","2013/11/07 07:20:59.000","2013/11/07 07:20:59.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case54","Take in charge ticket","2013/11/29 08:10:50.000","2013/11/29 08:10:50.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case54","Resolve ticket","2013/12/02 15:14:22.000","2013/12/02 15:14:22.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case54","Closed","2013/12/17 15:14:40.000","2013/12/17 15:14:40.000","Fluxicon Disco","Variant 1","1","Value 3","Value 3","Closed"
"Case55","Assign seriousness","2011/10/26 14:51:42.000","2011/10/26 14:51:42.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Assign seriousness"
"Case55","Take in charge ticket","2011/10/31 14:19:03.000","2011/10/31 14:19:03.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Take in charge ticket"
"Case55","Wait","2011/11/07 07:44:52.000","2011/11/07 07:44:52.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Wait"
"Case55","Resolve ticket","2011/11/21 07:21:23.000","2011/11/21 07:21:23.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Resolve ticket"
"Case55","Closed","2011/12/06 07:21:36.000","2011/12/06 07:21:36.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case56","Assign seriousness","2012/01/30 10:32:58.000","2012/01/30 10:32:58.000","Fluxicon Disco","Variant 5","5","Value 2","Value 2","Assign seriousness"
"Case56","Resolve ticket","2012/01/30 10:33:23.000","2012/01/30 10:33:23.000","Fluxicon Disco","Variant 5","5","Value 2","Value 2","Resolve ticket"
"Case56","Closed","2012/03/14 10:40:25.000","2012/03/14 10:40:25.000","Fluxicon Disco","Variant 5","5","Value 5","Value 5","Closed"
"Case57","Assign seriousness","2010/10/29 08:39:23.000","2010/10/29 08:39:23.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Assign seriousness"
"Case57","Take in charge ticket","2010/11/02 13:56:13.000","2010/11/02 13:56:13.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Take in charge ticket"
"Case57","Resolve ticket","2010/11/02 14:39:05.000","2010/11/02 14:39:05.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Resolve ticket"
"Case57","Closed","2010/11/30 09:40:55.000","2010/11/30 09:40:55.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case58","Assign seriousness","2012/11/16 14:49:30.000","2012/11/16 14:49:30.000","Fluxicon Disco","Variant 93","93","Value 1","Value 1","Assign seriousness"
"Case58","Create SW anomaly","2012/11/16 14:49:51.000","2012/11/16 14:49:51.000","Fluxicon Disco","Variant 93","93","Value 1","Value 1","Create SW anomaly"
"Case58","Require upgrade","2012/11/28 12:50:07.000","2012/11/28 12:50:07.000","Fluxicon Disco","Variant 93","93","Value 2","Value 2","Require upgrade"
"Case58","Resolve ticket","2012/12/17 08:55:05.000","2012/12/17 08:55:05.000","Fluxicon Disco","Variant 93","93","Value 2","Value 2","Resolve ticket"
"Case58","Closed","2013/01/01 08:55:26.000","2013/01/01 08:55:26.000","Fluxicon Disco","Variant 93","93","Value 3","Value 3","Closed"
"Case59","Assign seriousness","2012/03/28 11:28:37.000","2012/03/28 11:28:37.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Assign seriousness"
"Case59","Take in charge ticket","2012/03/28 11:28:47.000","2012/03/28 11:28:47.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Take in charge ticket"
"Case59","Resolve ticket","2012/03/28 14:32:57.000","2012/03/28 14:32:57.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Resolve ticket"
"Case59","Resolve ticket","2012/03/28 14:32:57.000","2012/03/28 14:32:57.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Resolve ticket"
"Case59","Closed","2012/04/28 11:30:17.000","2012/04/28 11:30:17.000","Fluxicon Disco","Variant 6","6","Value 5","Value 5","Closed"
"Case60","Assign seriousness","2011/04/06 14:35:49.000","2011/04/06 14:35:49.000","Fluxicon Disco","Variant 3","3","Value 13","Value 13","Assign seriousness"
"Case60","Take in charge ticket","2011/04/06 14:36:04.000","2011/04/06 14:36:04.000","Fluxicon Disco","Variant 3","3","Value 13","Value 13","Take in charge ticket"
"Case60","Wait","2011/04/07 14:41:23.000","2011/04/07 14:41:23.000","Fluxicon Disco","Variant 3","3","Value 13","Value 13","Wait"
"Case60","Take in charge ticket","2011/04/13 07:49:14.000","2011/04/13 07:49:14.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case60","Resolve ticket","2011/04/13 07:49:22.000","2011/04/13 07:49:22.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Resolve ticket"
"Case60","Closed","2011/05/28 07:50:26.000","2011/05/28 07:50:26.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case61","Assign seriousness","2011/09/16 06:04:39.000","2011/09/16 06:04:39.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case61","Take in charge ticket","2011/09/16 06:18:12.000","2011/09/16 06:18:12.000","Fluxicon Disco","Variant 1","1","Value 10","Value 10","Take in charge ticket"
"Case61","Resolve ticket","2011/09/16 14:04:46.000","2011/09/16 14:04:46.000","Fluxicon Disco","Variant 1","1","Value 10","Value 10","Resolve ticket"
"Case61","Closed","2011/11/10 07:10:45.000","2011/11/10 07:10:45.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case62","Assign seriousness","2012/05/28 14:16:47.000","2012/05/28 14:16:47.000","Fluxicon Disco","Variant 5","5","Value 4","Value 4","Assign seriousness"
"Case62","Resolve ticket","2012/05/28 14:18:27.000","2012/05/28 14:18:27.000","Fluxicon Disco","Variant 5","5","Value 4","Value 4","Resolve ticket"
"Case62","Closed","2012/07/26 14:20:39.000","2012/07/26 14:20:39.000","Fluxicon Disco","Variant 5","5","Value 5","Value 5","Closed"
"Case63","Assign seriousness","2013/03/06 14:05:09.000","2013/03/06 14:05:09.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Assign seriousness"
"Case63","Take in charge ticket","2013/03/22 07:58:01.000","2013/03/22 07:58:01.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Take in charge ticket"
"Case63","Resolve ticket","2013/03/22 08:34:16.000","2013/03/22 08:34:16.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Resolve ticket"
"Case63","Closed","2013/04/06 07:34:35.000","2013/04/06 07:34:35.000","Fluxicon Disco","Variant 1","1","Value 3","Value 3","Closed"
"Case64","Assign seriousness","2011/04/14 14:54:28.000","2011/04/14 14:54:28.000","Fluxicon Disco","Variant 94","94","Value 13","Value 13","Assign seriousness"
"Case64","Assign seriousness","2011/04/14 14:54:46.000","2011/04/14 14:54:46.000","Fluxicon Disco","Variant 94","94","Value 13","Value 13","Assign seriousness"
"Case64","Wait","2011/04/15 09:41:19.000","2011/04/15 09:41:19.000","Fluxicon Disco","Variant 94","94","Value 11","Value 11","Wait"
"Case64","Take in charge ticket","2011/04/27 09:30:04.000","2011/04/27 09:30:04.000","Fluxicon Disco","Variant 94","94","Value 2","Value 2","Take in charge ticket"
"Case64","Wait","2011/04/27 09:30:13.000","2011/04/27 09:30:13.000","Fluxicon Disco","Variant 94","94","Value 2","Value 2","Wait"
"Case64","Take in charge ticket","2011/05/06 08:42:13.000","2011/05/06 08:42:13.000","Fluxicon Disco","Variant 94","94","Value 11","Value 11","Take in charge ticket"
"Case64","Resolve ticket","2011/05/06 08:42:28.000","2011/05/06 08:42:28.000","Fluxicon Disco","Variant 94","94","Value 11","Value 11","Resolve ticket"
"Case64","Closed","2011/05/21 08:42:52.000","2011/05/21 08:42:52.000","Fluxicon Disco","Variant 94","94","Value 5","Value 5","Closed"
"Case65","Assign seriousness","2013/02/13 12:41:45.000","2013/02/13 12:41:45.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Assign seriousness"
"Case65","Take in charge ticket","2013/03/01 08:23:38.000","2013/03/01 08:23:38.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Take in charge ticket"
"Case65","Wait","2013/03/01 09:14:20.000","2013/03/01 09:14:20.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Wait"
"Case65","Resolve ticket","2013/03/01 15:01:20.000","2013/03/01 15:01:20.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Resolve ticket"
"Case65","Closed","2013/03/16 15:01:36.000","2013/03/16 15:01:36.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
